"ADM0_PC","ADM0_ES","ADM1_PC","ADM1_ES","ADM2_PC","ADM2_ES","trimester","avg_d_mbps","avg_u_mbps","avg_d_mbps_winsorized","avg_u_mbps_winsorized","tests","college","clinic","university","school","hospital","avg_d_mbps_change","avg_u_mbps_change"
"CO","Colombia","CO54","Norte de Santander","CO54099","Bochalema",4,8.0558,7.12448,8.0558,7.12448,314,0,0,0,4,0,1.02679631191819,0.937951581675921
"CO","Colombia","CO54","Norte de Santander","CO54109","Bucarasica",1,1.771,1.423,1.771,1.423,14,0,1,0,4,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54109","Bucarasica",4,6.53433333333333,6.97433333333333,6.53433333333333,6.97433333333333,15,0,1,0,4,0,2.68962921136834,3.90114780979152
"CO","Colombia","CO54","Norte de Santander","CO54125","Cacota",1,9.498,8.6095,9.498,8.6095,4,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54125","Cacota",4,48.5616666666667,44.541,31.95744,19.9980733333333,16,0,0,0,0,0,2.36464939987366,1.32279149002071
"CO","Colombia","CO54","Norte de Santander","CO54128","Cachira",4,62.688,51.6625,36.60766,27.78911,7,0,0,0,2,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54172","Chinacota",1,4.09009836065574,3.05072131147541,4.09009836065574,3.05072131147541,926,0,0,0,17,4,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54172","Chinacota",4,6.95862162162162,4.31958108108108,6.95862162162162,4.31958108108108,1289,0,0,0,17,4,0.701333564140984,0.41592123306472
"CO","Colombia","CO54","Norte de Santander","CO54174","Chitaga",1,7.830125,7.018875,7.830125,7.018875,89,0,0,0,0,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54174","Chitaga",4,7.464125,6.457,7.464125,6.457,72,0,0,0,0,1,-0.0467425488098848,-0.08005200263575
"CO","Colombia","CO54","Norte de Santander","CO54223","Cucutilla",1,17.14575,5.22875,17.14575,5.22875,9,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54223","Cucutilla",4,6.74033333333333,4.326,6.74033333333333,4.326,65,0,0,0,0,0,-0.606880227850439,-0.172651207267511
"CO","Colombia","CO54","Norte de Santander","CO54239","Durania",1,10.7168,8.82,10.7168,8.82,58,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54239","Durania",4,9.48283333333333,9.6375,9.48283333333333,9.6375,25,0,0,0,0,0,-0.115143201950831,0.0926870748299318
"CO","Colombia","CO54","Norte de Santander","CO54245","El Carmen",4,29.7205,25.243,29.7205,25.243,4,0,0,0,5,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54250","El Tarra",1,5.46711428571429,2.99771428571429,5.46711428571429,2.99771428571429,623,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54250","El Tarra",4,4.55653846153846,2.56573076923077,4.55653846153846,2.56573076923077,353,0,0,0,0,0,-0.166555110537049,-0.144104299246312
"CO","Colombia","CO54","Norte de Santander","CO54261","El Zulia",1,5.88833333333333,2.397625,5.88833333333333,2.397625,235,0,0,0,2,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54261","El Zulia",4,8.55286842105263,2.30636842105263,8.55286842105263,2.30636842105263,280,0,0,0,2,1,0.452510912151593,-0.0380612393294901
"CO","Colombia","CO54","Norte de Santander","CO54313","Gramalote",1,6.1155,2.168,6.1155,2.168,2,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54313","Gramalote",4,26.475,19.063,26.475,19.063,6,0,0,0,0,0,3.32916360068678,7.79289667896679
"CO","Colombia","CO54","Norte de Santander","CO54344","Hacari",1,4.137,4.3345,4.137,4.3345,18,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54344","Hacari",4,0.955,1.981,0.955,1.981,35,0,0,0,0,0,-0.769156393521876,-0.542969200599839
"CO","Colombia","CO54","Norte de Santander","CO54347","Herran",1,42,65.331,42,50.15022,3,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54347","Herran",4,127.842,130.288,61.0433200000001,50.15022,2,0,0,0,0,0,0.453412380952383,0
"CO","Colombia","CO54","Norte de Santander","CO54377","Labateca",1,9.833,8.87,9.833,8.87,6,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54377","Labateca",4,10.3295,6.596,10.3295,6.596,55,0,0,0,0,0,0.0504932370588833,-0.256369785794814
"CO","Colombia","CO54","Norte de Santander","CO54385","La Esperanza",1,8.69333333333333,7.58841666666667,8.69333333333333,7.58841666666667,139,0,0,0,2,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54385","La Esperanza",4,2.89841176470588,2.25970588235294,2.89841176470588,2.25970588235294,186,0,0,0,2,0,-0.666593738722483,-0.702216419891773
"CO","Colombia","CO54","Norte de Santander","CO54398","La Playa",1,1.106,1.504,1.106,1.504,2,0,0,0,0,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54398","La Playa",4,43.789,45.929,43.789,45.929,2,0,0,0,0,1,38.5922242314647,29.5378989361702
"CO","Colombia","CO54","Norte de Santander","CO54405","Los Patios",1,15.8077432432432,8.09927027027027,15.8077432432432,8.09927027027027,4164,1,1,0,8,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54405","Los Patios",4,16.4945842696629,7.95559550561798,16.4945842696629,7.95001370786517,4699,1,1,0,8,1,0.043449657288257,-0.0184283963152796
"CO","Colombia","CO54","Norte de Santander","CO54418","Lourdes",1,2.7,1.0995,2.7,1.0995,3,0,0,0,1,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54418","Lourdes",4,10.439,21.222,10.439,21.222,14,0,0,0,1,0,2.8662962962963,18.3015006821282
"CO","Colombia","CO54","Norte de Santander","CO54480","Mutiscua",1,11.489,7.911,11.489,7.911,4,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54480","Mutiscua",4,12.19075,11.57125,12.19075,11.57125,9,0,0,0,0,0,0.0610801636347811,0.462678548856023
"CO","Colombia","CO54","Norte de Santander","CO54498","Ocana",1,5.49495744680851,1.75357446808511,5.49495744680851,1.75357446808511,1640,3,3,1,16,3,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54498","Ocana",4,4.04088636363636,1.14284090909091,4.04088636363636,1.14284090909091,2457,3,3,1,16,3,-0.264619170802983,-0.348279226294344
"CO","Colombia","CO54","Norte de Santander","CO54518","Pamplona",1,4.89715384615385,2.97438461538462,4.89715384615385,2.97438461538462,2006,1,0,2,8,5,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54518","Pamplona",4,5.49214285714286,1.83282142857143,5.49214285714286,1.83282142857143,1933,1,0,2,8,5,0.121496899971053,-0.383798107651781
"CO","Colombia","CO54","Norte de Santander","CO54520","Pamplonita",1,6.61546666666667,6.30953333333333,6.61546666666667,6.30953333333333,171,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54520","Pamplonita",4,7.47588,7.7404,7.47588,7.7404,299,0,0,0,0,0,0.130060867462109,0.22677852561732
"CO","Colombia","CO54","Norte de Santander","CO54553","Puerto Santander",1,2.11466666666667,1.11133333333333,2.11466666666667,1.11133333333333,24,0,0,0,4,2,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54553","Puerto Santander",4,4.48,2.4842,4.48,2.4842,303,0,0,0,4,2,1.11853720050441,1.23533293341332
"CO","Colombia","CO54","Norte de Santander","CO54599","Ragonvalia",1,5.583,5.54,5.583,5.54,40,0,0,0,1,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54599","Ragonvalia",4,26.089,18.337,26.089,18.337,11,0,0,0,1,0,3.67293569765359,2.30992779783394
"CO","Colombia","CO54","Norte de Santander","CO54660","Salazar",1,4.27025,3.697625,4.27025,3.697625,54,0,0,0,0,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54660","Salazar",4,4.84725,3.21275,4.84725,3.21275,61,0,0,0,0,1,0.135120894561208,-0.131131469524357
"CO","Colombia","CO54","Norte de Santander","CO54670","San Calixto",1,2.7125,1.44,2.7125,1.44,5,0,0,0,7,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54670","San Calixto",4,9.63,2.27733333333333,9.63,2.27733333333333,3,0,0,0,7,1,2.55023041474654,0.581481481481482
"CO","Colombia","CO54","Norte de Santander","CO54673","San Cayetano",1,8.70732,4.94528,8.5322528,4.94528,343,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54673","San Cayetano",4,5.53413043478261,3.77139130434783,5.53413043478261,3.77139130434783,408,0,0,0,0,0,-0.351386959047603,-0.237375577450048
"CO","Colombia","CO54","Norte de Santander","CO54680","Santiago",1,7.724,2.004,7.724,2.004,8,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54680","Santiago",4,22.085,19.177,22.085,19.177,3,0,0,0,0,0,1.85926980838944,8.56936127744511
"CO","Colombia","CO54","Norte de Santander","CO54720","Sardinata",1,6.28066666666667,5.27352380952381,6.28066666666667,5.27352380952381,202,3,0,0,51,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54720","Sardinata",4,9.37994117647059,3.16794117647059,9.37994117647059,3.16794117647059,149,3,0,0,51,1,0.493462664760204,-0.39927432000034
"CO","Colombia","CO54","Norte de Santander","CO54743","Silos",1,12.8436,10.9832,12.8436,10.9832,11,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54743","Silos",4,8.41288888888889,6.39077777777778,8.41288888888889,6.39077777777778,79,0,0,0,0,0,-0.344974237060568,-0.418131530175379
"CO","Colombia","CO54","Norte de Santander","CO54800","Teorama",1,4.72666666666667,6.3005,4.72666666666667,6.3005,57,0,0,0,8,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54800","Teorama",4,5.87857142857143,7.12871428571429,5.87857142857143,7.12871428571429,38,0,0,0,8,0,0.243703405198469,0.131452152323512
"CO","Colombia","CO54","Norte de Santander","CO54810","Tibu",1,6.89761538461538,2.60021153846154,6.89761538461538,2.60021153846154,396,1,0,0,27,2,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54810","Tibu",4,7.87860563380282,3.1400985915493,7.87860563380282,3.1400985915493,883,1,0,0,27,2,0.142221651177515,0.207631973438281
"CO","Colombia","CO54","Norte de Santander","CO54820","Toledo",1,0.721,1.326,0.721,1.326,1,0,0,0,3,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54820","Toledo",4,17.622,12.1048888888889,15.5573688888889,12.1048888888889,66,0,0,0,3,1,20.5774880567114,8.12887548181666
"CO","Colombia","CO54","Norte de Santander","CO54871","Villa Caro",1,6.009,20.118,6.009,20.118,2,0,0,0,0,0,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54871","Villa Caro",4,17.877,13.192,17.877,13.192,3,0,0,0,0,0,1.97503744383425,-0.344268813997415
"CO","Colombia","CO54","Norte de Santander","CO54874","Villa del Rosario",1,24.2766911764706,22.2518823529412,23.40398,18.9978935294118,5514,2,1,1,38,1,NA,NA
"CO","Colombia","CO54","Norte de Santander","CO54874","Villa del Rosario",4,34.6480571428571,30.3405857142857,29.5686217142857,22.1581962857143,5867,2,1,1,38,1,0.263401426350806,0.166350166738743
"CO","Colombia","CO86","Putumayo","CO86001","Mocoa",1,4.79975925925926,1.7532962962963,4.79975925925926,1.7532962962963,1070,1,0,0,25,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86001","Mocoa",4,5.26712280701754,2.24214035087719,5.26712280701754,2.24214035087719,1195,1,0,0,25,1,0.097372289424035,0.278814285761934
"CO","Colombia","CO86","Putumayo","CO86219","Colon",1,6.23816666666667,4.1355,6.23816666666667,4.1355,43,0,0,0,0,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86219","Colon",4,6.36876923076923,5.24276923076923,6.36876923076923,5.24276923076923,98,0,0,0,0,1,0.0209360491761839,0.267747365679901
"CO","Colombia","CO86","Putumayo","CO86320","Orito",1,7.79661111111111,2.39733333333333,7.79661111111111,2.39733333333333,178,0,0,0,58,0,NA,NA
"CO","Colombia","CO86","Putumayo","CO86320","Orito",4,4.081,1.49147368421053,4.081,1.49147368421053,159,0,0,0,58,0,-0.476567454520839,-0.377861366430537
"CO","Colombia","CO86","Putumayo","CO86568","Puerto Asis",1,11.5917631578947,3.79926315789474,11.5917631578947,3.79926315789474,377,2,0,1,13,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86568","Puerto Asis",4,9.42930555555556,4.90586111111111,9.42930555555556,4.90586111111111,1514,2,0,1,13,1,-0.186551223733933,0.291266465950615
"CO","Colombia","CO86","Putumayo","CO86569","Puerto Caicedo",1,15.1137692307692,5.05984615384615,15.1137692307692,5.05984615384615,192,0,0,0,5,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86569","Puerto Caicedo",4,14.4410769230769,4.79915384615385,14.4410769230769,4.79915384615385,136,0,0,0,5,1,-0.044508573435329,-0.0515217853993737
"CO","Colombia","CO86","Putumayo","CO86571","Puerto Guzman",1,9.68825,7.455,9.68825,7.455,11,1,0,0,7,2,NA,NA
"CO","Colombia","CO86","Putumayo","CO86571","Puerto Guzman",4,39.6047777777778,35.0926666666667,21.4902933333334,17.9329377777778,89,1,0,0,7,2,1.21818113006305,1.40549131828005
"CO","Colombia","CO86","Putumayo","CO86573","Puerto Leguizamo",1,12.1701111111111,1.70711111111111,12.1701111111111,1.70711111111111,21,0,0,0,24,2,NA,NA
"CO","Colombia","CO86","Putumayo","CO86573","Puerto Leguizamo",4,5.50033333333333,2.338,5.50033333333333,2.338,36,0,0,0,24,2,-0.54804575873497,0.369565217391304
"CO","Colombia","CO86","Putumayo","CO86749","Sibundoy",1,6.668,3.58793333333333,6.668,3.58793333333333,407,0,1,0,4,0,NA,NA
"CO","Colombia","CO86","Putumayo","CO86749","Sibundoy",4,3.88015789473684,2.27931578947368,3.88015789473684,2.27931578947368,576,0,1,0,4,0,-0.418092697250024,-0.364727385456711
"CO","Colombia","CO86","Putumayo","CO86755","San Francisco",1,9.740625,6.080125,9.740625,6.080125,67,0,0,0,4,0,NA,NA
"CO","Colombia","CO86","Putumayo","CO86755","San Francisco",4,2.55094736842105,1.63126315789474,2.55094736842105,1.63126315789474,107,0,0,0,4,0,-0.738112557621194,-0.731705654424089
"CO","Colombia","CO86","Putumayo","CO86757","San Miguel",1,15.5029285714286,3.28964285714286,15.5029285714286,3.28964285714286,204,0,0,0,4,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86757","San Miguel",4,11.8436153846154,8.38069230769231,11.8436153846154,8.38069230769231,219,0,0,0,4,1,-0.236040124287045,1.54759944213858
"CO","Colombia","CO86","Putumayo","CO86760","Santiago",1,4.74283333333333,3.4555,4.74283333333333,3.4555,84,0,0,0,4,0,NA,NA
"CO","Colombia","CO86","Putumayo","CO86760","Santiago",4,6.22528571428571,3.492,6.22528571428571,3.492,30,0,0,0,4,0,0.31256683015477,0.0105628707857039
"CO","Colombia","CO86","Putumayo","CO86865","Valle del Guamuez",1,9.09042105263158,2.46378947368421,9.09042105263158,2.46378947368421,410,0,0,0,31,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86865","Valle del Guamuez",4,8.04729166666667,2.91966666666667,8.04729166666667,2.91966666666667,383,0,0,0,31,1,-0.114750392740382,0.185030903756872
"CO","Colombia","CO86","Putumayo","CO86885","Villagarzon",1,7.86065217391304,4.02095652173913,7.86065217391304,4.02095652173913,143,0,0,0,13,1,NA,NA
"CO","Colombia","CO86","Putumayo","CO86885","Villagarzon",4,8.26960869565217,4.70726086956522,8.26960869565217,4.70726086956522,273,0,0,0,13,1,0.0520257750490887,0.17068186241647
"CO","Colombia","CO63","Quindio","CO63001","Armenia",1,15.1380681818182,3.96088636363636,15.1380681818182,3.96088636363636,19097,49,16,11,47,26,NA,NA
"CO","Colombia","CO63","Quindio","CO63001","Armenia",4,16.2679789473684,3.83719473684211,15.8970595789474,3.83719473684211,23140,49,16,11,47,26,0.0501379296230668,-0.0312282694928669
"CO","Colombia","CO63","Quindio","CO63111","Buenavista",1,1.98375,1.4645,1.98375,1.4645,18,0,0,0,2,1,NA,NA
"CO","Colombia","CO63","Quindio","CO63111","Buenavista",4,8.64877777777778,2.83722222222222,8.64877777777778,2.83722222222222,66,0,0,0,2,1,3.35981236434923,0.937331664200903
"CO","Colombia","CO63","Quindio","CO63130","Calarca",1,10.0335208333333,2.65445833333333,10.0335208333333,2.65445833333333,3392,17,2,0,19,6,NA,NA
"CO","Colombia","CO63","Quindio","CO63130","Calarca",4,11.0484888888889,3.13283333333333,11.0484888888889,3.13283333333333,3154,17,2,0,19,6,0.101157716460171,0.18021567488659
"CO","Colombia","CO63","Quindio","CO63190","Circasia",1,11.9219298245614,2.89915789473684,11.9219298245614,2.89915789473684,1906,4,0,0,5,1,NA,NA
"CO","Colombia","CO63","Quindio","CO63190","Circasia",4,12.6049523809524,3.10268253968254,12.6049523809524,3.10268253968254,2579,4,0,0,5,1,0.0572912746880816,0.0702012971819086
"CO","Colombia","CO63","Quindio","CO63212","Cordoba",1,3.41070588235294,2.85776470588235,3.41070588235294,2.85776470588235,79,1,0,0,4,1,NA,NA
"CO","Colombia","CO63","Quindio","CO63212","Cordoba",4,3.93078571428571,2.65692857142857,3.93078571428571,2.65692857142857,225,1,0,0,4,1,0.152484514898712,-0.0702773513999895
"CO","Colombia","CO63","Quindio","CO63272","Filandia",1,7.85065,3.02045,6.806608,3.02045,1500,1,0,0,7,3,NA,NA
"CO","Colombia","CO63","Quindio","CO63272","Filandia",4,6.07553448275862,2.5321724137931,6.07553448275862,2.5321724137931,718,1,0,0,7,3,-0.107406437573808,-0.161657231937922
"CO","Colombia","CO63","Quindio","CO63302","Genova",1,3.2908,1.4476,3.2908,1.4476,22,0,0,0,5,1,NA,NA
"CO","Colombia","CO63","Quindio","CO63302","Genova",4,6.05966666666667,4.78183333333333,6.05966666666667,4.78183333333333,23,0,0,0,5,1,0.841396215712491,2.30328359583679
"CO","Colombia","CO63","Quindio","CO63401","La Tebaida",1,13.1602894736842,6.44526315789474,13.1602894736842,5.72811105263158,834,6,0,0,0,2,NA,NA
"CO","Colombia","CO63","Quindio","CO63401","La Tebaida",4,10.6732264150943,3.56390566037736,10.6732264150943,3.56390566037736,1607,6,0,0,0,2,-0.188982397656457,-0.377821828586922
"CO","Colombia","CO63","Quindio","CO63470","Montenegro",1,6.97001785714286,3.16121428571429,6.97001785714286,3.16121428571429,1242,6,0,0,6,2,NA,NA
