"ADM0_PC","ADM0_ES","ADM1_PC","ADM1_ES","ADM2_PC","ADM2_ES","trimester","avg_d_mbps","avg_u_mbps","avg_d_mbps_winsorized","avg_u_mbps_winsorized","tests","college","clinic","university","school","hospital","avg_d_mbps_change","avg_u_mbps_change"
"CO","Colombia","CO15","Boyaca","CO15455","Miraflores",1,2.85366666666667,1.774,2.85366666666667,1.774,20,0,0,0,18,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15455","Miraflores",4,7.90775,3.49625,7.90775,3.49625,8,0,0,0,18,1,1.77108398551571,0.970828635851184
"CO","Colombia","CO15","Boyaca","CO15466","Mongui",4,7.476,5.112,7.476,5.112,10,0,0,0,3,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15469","Moniquira",1,9.34024324324324,5.25345945945946,9.34024324324324,4.86651945945946,446,0,0,0,16,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15469","Moniquira",4,6.4165652173913,4.04019565217391,6.4165652173913,4.04019565217391,501,0,0,0,16,1,-0.313019473873653,-0.169797699191226
"CO","Colombia","CO15","Boyaca","CO15476","Motavita",1,7.22116666666667,2.92377777777778,7.22116666666667,2.92377777777778,200,0,0,0,7,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15476","Motavita",4,9.05182352941176,3.74641176470588,9.05182352941176,3.74641176470588,232,0,0,0,7,0,0.253512617454949,0.28135995600642
"CO","Colombia","CO15","Boyaca","CO15480","Muzo",1,6.2452,4.1142,6.2452,4.1142,21,0,0,0,10,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15480","Muzo",4,5.28525,4.25825,5.28525,4.25825,23,0,0,0,10,1,-0.153710049317876,0.0350128822128239
"CO","Colombia","CO15","Boyaca","CO15491","Nobsa",1,7.44151851851852,4.92637037037037,7.44151851851852,4.92637037037037,455,0,0,0,3,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15491","Nobsa",4,8.67186486486487,9.27554054054054,8.67186486486487,9.27554054054054,714,0,0,0,3,0,0.165335387298248,0.882834590823344
"CO","Colombia","CO15","Boyaca","CO15494","Nuevo Colon",1,4.072,0.537,4.072,0.537,1,0,0,0,2,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15494","Nuevo Colon",4,10.247,6.61366666666667,10.247,6.61366666666667,42,0,0,0,2,0,1.51645383104126,11.3159528243327
"CO","Colombia","CO15","Boyaca","CO15500","Oicata",1,9.7499,10.3905,9.7499,10.3905,47,0,0,0,4,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15500","Oicata",4,11.1122941176471,4.57435294117647,11.1122941176471,4.57435294117647,62,0,0,0,4,0,0.139734163185987,-0.559756225284975
"CO","Colombia","CO15","Boyaca","CO15507","Otanche",4,31.5315,17.67,31.5315,17.67,3,0,0,0,14,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15511","Pachavita",1,11.904,11.5915,11.904,11.5915,12,0,0,0,2,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15511","Pachavita",4,4.45333333333333,5.83833333333333,4.45333333333333,5.83833333333333,89,0,0,0,2,0,-0.62589605734767,-0.496326331075932
"CO","Colombia","CO15","Boyaca","CO15514","Paez",1,2.538,1.116,2.538,1.116,3,0,0,0,14,2,NA,NA
"CO","Colombia","CO15","Boyaca","CO15514","Paez",4,16.705,13.454,16.705,13.454,5,0,0,0,14,2,5.58195429472025,11.0555555555556
"CO","Colombia","CO15","Boyaca","CO15516","Paipa",1,8.03357446808511,4.62191489361702,8.03357446808511,4.62191489361702,660,0,0,0,16,2,NA,NA
"CO","Colombia","CO15","Boyaca","CO15516","Paipa",4,7.00954098360656,4.30244262295082,7.00954098360656,4.22288885245902,1232,0,0,0,16,2,-0.127469221645572,-0.086333489547605
"CO","Colombia","CO15","Boyaca","CO15522","Panqueba",1,4.3165,2.8665,4.3165,2.8665,10,0,0,0,2,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15522","Panqueba",4,1.63175,0.6765,1.63175,0.6765,5,0,0,0,2,1,-0.621973821383065,-0.76399790685505
"CO","Colombia","CO15","Boyaca","CO15531","Pauna",4,21.7884,8.0794,21.7884,8.0794,6,0,0,0,29,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15537","Paz de Rio",4,31.2355,10.142,31.2355,10.142,5,1,0,1,3,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15542","Pesca",1,6.049,7.393,6.049,7.393,18,0,0,0,9,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15542","Pesca",4,10.3716666666667,10.2416666666667,10.3716666666667,10.2416666666667,14,0,0,0,9,0,0.714608475230065,0.385319446323098
"CO","Colombia","CO15","Boyaca","CO15550","Pisba",1,11.87,3.74,11.87,3.74,5,0,0,0,0,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15550","Pisba",4,26.019,2.569,26.019,2.569,2,0,0,0,0,0,1.19199663016007,-0.313101604278075
"CO","Colombia","CO15","Boyaca","CO15572","Puerto Boyaca",1,7.87453846153846,3.70861538461538,7.87453846153846,3.70861538461538,1410,1,1,0,38,4,NA,NA
"CO","Colombia","CO15","Boyaca","CO15572","Puerto Boyaca",4,11.1167692307692,4.79673076923077,11.1167692307692,4.79673076923077,1548,1,1,0,38,4,0.411735974757983,0.293402057579026
"CO","Colombia","CO15","Boyaca","CO15580","Quipama",1,5.0008,2.9814,5.0008,2.9814,7,0,0,0,9,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15580","Quipama",4,10.3206666666667,7.546,10.3206666666667,7.546,5,0,0,0,9,1,1.06380312483336,1.53102569262762
"CO","Colombia","CO15","Boyaca","CO15599","Ramiriqui",1,2.899,2.16,2.899,2.16,1,0,0,0,22,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15599","Ramiriqui",4,9.602,6.348,9.602,6.348,44,0,0,0,22,1,2.31217661262504,1.93888888888889
"CO","Colombia","CO15","Boyaca","CO15600","Raquira",1,8.63630769230769,6.159,8.63630769230769,6.159,43,0,0,0,22,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15600","Raquira",4,5.91470588235294,6.14035294117647,5.91470588235294,6.14035294117647,46,0,0,0,22,0,-0.315134882512218,-0.00302761143424735
"CO","Colombia","CO15","Boyaca","CO15632","Saboya",1,3.6008,2.3244,3.6008,2.3244,9,0,0,0,9,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15632","Saboya",4,3.24366666666667,1.22428571428571,3.24366666666667,1.22428571428571,72,0,0,0,9,0,-0.099181663334074,-0.473289573960715
"CO","Colombia","CO15","Boyaca","CO15638","Sachica",1,9.836375,6.62975,9.836375,6.62975,74,1,1,0,17,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15638","Sachica",4,6.8941875,4.731375,6.8941875,4.731375,165,1,1,0,17,0,-0.299112986237308,-0.286341868094574
"CO","Colombia","CO15","Boyaca","CO15646","Samaca",1,2.9838,1.8402,2.9838,1.8402,16,2,0,0,13,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15646","Samaca",4,7.068,7.67772727272727,7.068,7.67772727272727,90,2,0,0,13,1,1.36879147395938,3.1722243629645
"CO","Colombia","CO15","Boyaca","CO15664","San Jose de Pare",1,42.3085,34.1695,31.81866,25.60861,2,0,0,0,10,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15664","San Jose de Pare",4,9.45142857142857,2.03314285714286,9.45142857142857,2.03314285714286,8,0,0,0,10,1,-0.702959566134194,-0.920607059221767
"CO","Colombia","CO15","Boyaca","CO15667","San Luis de Gaceno",1,8.80525,8.534625,8.80525,8.534625,203,0,0,1,12,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15667","San Luis de Gaceno",4,14.4844,8.76586666666667,13.038488,8.76586666666667,157,0,0,1,12,1,0.480762953919537,0.0270945315894568
"CO","Colombia","CO15","Boyaca","CO15673","San Mateo",1,0.592,2.407,0.592,2.407,1,0,0,0,25,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15676","San Miguel de Sema",1,2.374,1.178,2.374,1.178,1,0,0,0,10,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15676","San Miguel de Sema",4,30.3544,49.8444,19.446064,13.506644,12,0,0,0,10,1,7.1912653748947,10.4657419354839
"CO","Colombia","CO15","Boyaca","CO15681","San Pablo de Borbur",4,15.1953333333333,4.51133333333333,15.1953333333333,4.51133333333333,5,0,0,0,16,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15686","Santana",1,9.954,2.0755,9.954,2.0755,2,0,0,0,4,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15686","Santana",4,14.8095714285714,11.8292857142857,14.8095714285714,11.8292857142857,28,0,0,0,4,1,0.487801027584029,4.69948721478473
"CO","Colombia","CO15","Boyaca","CO15690","Santa Maria",4,23.244,19.0865,23.244,19.0865,2,0,0,0,3,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15693","Santa Rosa de Viterbo",1,3.250875,1.5955,3.250875,1.5955,55,0,0,0,10,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15693","Santa Rosa de Viterbo",4,7.92011764705882,7.015,7.92011764705882,7.015,357,0,0,0,10,1,1.43630334819359,3.39674083359449
"CO","Colombia","CO15","Boyaca","CO15696","Santa Sofia",1,4.311,8.333,4.311,8.333,7,0,0,0,2,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15696","Santa Sofia",4,8.0215,9.1835,8.0215,9.1835,15,0,0,0,2,1,0.860705172813732,0.102064082563303
"CO","Colombia","CO15","Boyaca","CO15720","Sativanorte",4,0.775,4.037,0.775,4.037,1,0,0,0,19,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15740","Siachoque",1,7.11175,6.9585,7.11175,6.9585,7,4,0,0,2,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15740","Siachoque",4,4.63557142857143,3.20357142857143,4.63557142857143,3.20357142857143,22,4,0,0,2,1,-0.348181329690803,-0.539617528408216
"CO","Colombia","CO15","Boyaca","CO15753","Soata",1,14.126,4.259,14.126,4.259,1,2,0,0,14,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15753","Soata",4,18.0723333333333,20.8926666666667,18.0723333333333,20.8926666666667,5,2,0,0,14,0,0.279366652508377,3.90553338029271
"CO","Colombia","CO15","Boyaca","CO15755","Socota",1,0.713,0.471,0.713,0.471,1,0,0,0,25,3,NA,NA
"CO","Colombia","CO15","Boyaca","CO15757","Socha",1,2.84666666666667,1.03933333333333,2.84666666666667,1.03933333333333,5,0,0,1,19,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15757","Socha",4,20.47375,3.2155,20.47375,3.2155,5,0,0,1,19,1,6.19218384074941,2.09381013470173
"CO","Colombia","CO15","Boyaca","CO15759","Sogamoso",1,10.7640111111111,2.92665555555556,10.7640111111111,2.92665555555556,5202,0,1,2,22,6,NA,NA
"CO","Colombia","CO15","Boyaca","CO15759","Sogamoso",4,11.9795957446809,3.62627659574468,11.9795957446809,3.62627659574468,6698,0,1,2,22,6,0.112930451392321,0.23905137687319
"CO","Colombia","CO15","Boyaca","CO15761","Somondoco",1,14.29,3.9295,14.29,3.9295,3,0,0,0,4,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15761","Somondoco",4,20.972,34.088,20.972,34.088,2,0,0,0,4,1,0.467599720083975,7.67489502481232
"CO","Colombia","CO15","Boyaca","CO15762","Sora",1,8.089,1.6625,8.089,1.6625,2,0,1,0,1,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15762","Sora",4,8.613,3.416,8.613,3.416,4,0,1,0,1,0,0.0647793299542589,1.05473684210526
"CO","Colombia","CO15","Boyaca","CO15763","Sotaquira",1,3.4913,4.5401,3.4913,4.5401,39,1,0,0,7,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15763","Sotaquira",4,6.19608333333333,3.034,6.19608333333333,3.034,104,1,0,0,7,0,0.774720973085479,-0.331732781216273
"CO","Colombia","CO15","Boyaca","CO15764","Soraca",1,6.439,3.32275,6.439,3.32275,5,0,0,0,2,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15764","Soraca",4,2.19266666666667,2.24066666666667,2.19266666666667,2.24066666666667,4,0,0,0,2,1,-0.65947093233939,-0.325658967220926
"CO","Colombia","CO15","Boyaca","CO15776","Sutamarchan",1,7.6200625,6.7525625,7.6200625,6.7525625,45,0,0,0,10,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15776","Sutamarchan",4,5.7834,6.70664,5.7834,6.70664,74,0,0,0,10,1,-0.241029847196135,-0.00680075156653492
"CO","Colombia","CO15","Boyaca","CO15778","Sutatenza",4,25.526,23.764,25.526,23.764,2,0,0,0,1,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15790","Tasco",1,2.74733333333333,7.654,2.74733333333333,7.654,15,0,0,0,9,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15790","Tasco",4,19.4085,11.151,19.4085,11.151,19,0,0,0,9,0,6.0644867750546,0.456885288737915
"CO","Colombia","CO15","Boyaca","CO15798","Tenza",4,49.214,28.239,49.214,28.239,2,0,0,0,1,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15804","Tibana",1,4.1625,2.880625,4.1625,2.880625,62,0,0,0,10,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15804","Tibana",4,8.717,9.38466666666667,8.717,9.38466666666667,12,0,0,0,10,0,1.09417417417417,2.25785781442106
"CO","Colombia","CO15","Boyaca","CO15806","Tibasosa",1,7.8735,5.60259375,7.8735,5.60259375,572,0,0,0,6,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15806","Tibasosa",4,12.5548571428571,8.03618367346939,12.5548571428571,8.03618367346939,777,0,0,0,6,0,0.59457130156311,0.434368442914389
"CO","Colombia","CO15","Boyaca","CO15808","Tinjaca",1,3.2668,1.2344,3.2668,1.2344,6,1,0,0,2,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15808","Tinjaca",4,14.8577857142857,22.2795,10.9619514285714,8.94038857142857,37,1,0,0,2,0,2.35556245517676,6.24269975002315
"CO","Colombia","CO15","Boyaca","CO15814","Toca",1,3.119125,2.19225,3.119125,2.19225,9,0,0,0,11,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15814","Toca",4,7.8201,4.57355,7.8201,4.57355,66,0,0,0,11,1,1.50714543341482,1.0862356026913
"CO","Colombia","CO15","Boyaca","CO15816","Togui",4,38.989,35.703,38.989,35.703,1,0,0,0,6,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15820","Topaga",1,11.3405,9.778,11.3405,9.778,16,0,0,0,2,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15820","Topaga",4,19.069,3.4815,19.069,3.4815,24,0,0,0,2,0,0.681495524888673,-0.643945592145633
"CO","Colombia","CO15","Boyaca","CO15822","Tota",1,7.566,7.772,7.566,7.772,1,0,1,0,2,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15832","Tunungua",4,33.653,26.826,33.653,26.826,2,0,0,0,1,0,NA,NA
"CO","Colombia","CO15","Boyaca","CO15835","Turmeque",4,4.14916666666667,5.4025,4.14916666666667,5.4025,61,0,0,0,5,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15837","Tuta",1,4.74735294117647,4.23252941176471,4.74735294117647,4.23252941176471,93,0,0,0,17,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15837","Tuta",4,2.9388064516129,2.37725806451613,2.9388064516129,2.37725806451613,268,0,0,0,17,1,-0.380958928475072,-0.438336315417367
"CO","Colombia","CO15","Boyaca","CO15842","Umbita",1,1.022,0.187,1.022,0.187,1,0,0,0,14,2,NA,NA
"CO","Colombia","CO15","Boyaca","CO15842","Umbita",4,24.987,1.68,24.987,1.68,1,0,0,0,14,2,23.4491193737769,7.98395721925134
"CO","Colombia","CO15","Boyaca","CO15861","Ventaquemada",1,11.5026666666667,0.815666666666667,11.5026666666667,0.815666666666667,6,1,0,0,8,1,NA,NA
"CO","Colombia","CO15","Boyaca","CO15861","Ventaquemada",4,3.22286666666667,2.9083,3.22286666666667,2.9083,389,1,0,0,8,1,-0.719815694911325,2.56554965263588
"CO","Colombia","CO15","Boyaca","CO15879","Viracacha",4,18.4605,18.339,18.4605,18.339,12,0,0,0,1,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17001","Manizales",1,14.751256302521,4.20190756302521,14.751256302521,4.20190756302521,29880,5,17,15,51,18,NA,NA
"CO","Colombia","CO17","Caldas","CO17001","Manizales",4,15.1213785714286,3.96008571428571,15.1213785714286,3.96008571428571,38200,5,17,15,51,18,0.0250908981117974,-0.0575504922734171
"CO","Colombia","CO17","Caldas","CO17013","Aguadas",1,6.16942857142857,2.15438095238095,6.16942857142857,2.15438095238095,165,0,1,0,3,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17013","Aguadas",4,6.001125,3.1365,6.001125,3.1365,228,0,1,0,3,1,-0.027280252859723,0.455870651164847
"CO","Colombia","CO17","Caldas","CO17042","Anserma",1,6.06352,4.93748,6.06352,4.93748,316,0,0,0,0,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17042","Anserma",4,11.0629166666667,9.12620833333333,11.0629166666667,6.5290925,581,0,0,0,0,1,0.824504028463115,0.322353204468677
"CO","Colombia","CO17","Caldas","CO17050","Aranzazu",1,5.08633333333333,3.49433333333333,5.08633333333333,3.49433333333333,95,0,0,0,2,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17050","Aranzazu",4,4.13985714285714,2.97428571428571,4.13985714285714,2.97428571428571,98,0,0,0,2,0,-0.186082218456555,-0.148825990378981
"CO","Colombia","CO17","Caldas","CO17088","Belalcazar",1,4.75475,2.504875,4.75475,2.504875,153,0,0,0,2,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17088","Belalcazar",4,10.8646666666667,3.97573333333333,10.8646666666667,3.97573333333333,164,0,0,0,2,1,1.28501323238165,0.587198296654856
"CO","Colombia","CO17","Caldas","CO17174","Chinchina",1,6.84471153846154,2.98075,6.84471153846154,2.98075,1982,0,1,0,6,3,NA,NA
"CO","Colombia","CO17","Caldas","CO17174","Chinchina",4,7.89084848484849,3.19381818181818,7.89084848484849,3.19381818181818,2348,0,1,0,6,3,0.152838719427186,0.071481399586742
"CO","Colombia","CO17","Caldas","CO17272","Filadelfia",1,6.63345454545455,3.83390909090909,6.63345454545455,3.83390909090909,135,0,0,0,1,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17272","Filadelfia",4,4.2216,2.2066,4.2216,2.2066,120,0,0,0,1,1,-0.363589518693126,-0.424451663386527
"CO","Colombia","CO17","Caldas","CO17380","La Dorada",1,7.23261538461538,3.08311538461538,7.23261538461538,3.08311538461538,2284,0,0,0,1,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17380","La Dorada",4,8.05590476190476,3.23897619047619,8.05590476190476,3.23897619047619,2196,0,0,0,1,1,0.113830106193758,0.0505530239440743
"CO","Colombia","CO17","Caldas","CO17388","La Merced",1,5.269375,3.281625,5.269375,3.281625,189,0,0,0,0,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17388","La Merced",4,4.65266666666667,3.41738888888889,4.65266666666667,3.41738888888889,199,0,0,0,0,0,-0.117036334163603,0.0413709332690022
"CO","Colombia","CO17","Caldas","CO17433","Manzanares",1,6.66121428571429,3.79864285714286,6.66121428571429,3.79864285714286,284,0,0,0,0,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17433","Manzanares",4,5.94705263157895,3.23526315789474,5.94705263157895,3.23526315789474,304,0,0,0,0,0,-0.107211932164821,-0.148310783728656
"CO","Colombia","CO17","Caldas","CO17442","Marmato",1,4.88494444444444,4.6705,4.88494444444444,4.6705,295,0,0,0,0,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17442","Marmato",4,5.28357142857143,4.52280952380952,5.28357142857143,4.52280952380952,346,0,0,0,0,1,0.0816031765889036,-0.031621983982545
"CO","Colombia","CO17","Caldas","CO17444","Marquetalia",1,8.55366666666667,10.2558333333333,8.55366666666667,10.2558333333333,20,0,0,0,17,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17444","Marquetalia",4,7.8985,3.96116666666667,7.8985,3.96116666666667,30,0,0,0,17,1,-0.0765948326253849,-0.613764524254489
"CO","Colombia","CO17","Caldas","CO17446","Marulanda",1,2.7065,2.65283333333333,2.7065,2.65283333333333,94,0,0,0,0,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17446","Marulanda",4,9.01025,4.09375,9.01025,4.09375,12,0,0,0,0,0,2.32911509329392,0.543161399761262
"CO","Colombia","CO17","Caldas","CO17486","Neira",1,6.14679310344828,4.52003448275862,6.14679310344828,4.52003448275862,260,0,0,0,1,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17486","Neira",4,5.85220689655172,4.0441724137931,5.85220689655172,4.0441724137931,511,0,0,0,1,0,-0.0479251866686862,-0.105278415636133
"CO","Colombia","CO17","Caldas","CO17495","Norcasia",1,2.589,2.28133333333333,2.589,2.28133333333333,35,0,0,0,1,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17495","Norcasia",4,9.0556,4.8466,9.0556,4.8466,114,0,0,0,1,1,2.49772112784859,1.12445938047925
"CO","Colombia","CO17","Caldas","CO17513","Pacora",1,3.63833333333333,3.16155555555556,3.63833333333333,3.16155555555556,170,0,0,0,8,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17513","Pacora",4,4.34085714285714,2.86814285714286,4.34085714285714,2.86814285714286,140,0,0,0,8,1,0.193089457496237,-0.0928064344455712
"CO","Colombia","CO17","Caldas","CO17524","Palestina",1,5.71452857142857,2.4317,5.71452857142857,2.4317,544,0,0,1,3,2,NA,NA
"CO","Colombia","CO17","Caldas","CO17524","Palestina",4,4.49213131313131,2.41277777777778,4.49213131313131,2.41277777777778,1103,0,0,1,3,2,-0.213910429008787,-0.00778147889222447
"CO","Colombia","CO17","Caldas","CO17541","Pensilvania",1,5.90285714285714,5.92785714285714,5.90285714285714,5.92785714285714,285,0,0,0,44,2,NA,NA
"CO","Colombia","CO17","Caldas","CO17541","Pensilvania",4,8.6560625,7.49,8.6560625,7.49,270,0,0,0,44,2,0.46641910696999,0.263525725991083
"CO","Colombia","CO17","Caldas","CO17614","Riosucio",1,8.36818604651163,3.31502325581395,8.36818604651163,3.31502325581395,800,0,0,0,1,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17614","Riosucio",4,5.96142253521127,3.82656338028169,5.96142253521127,3.82656338028169,1082,0,0,0,1,1,-0.287608747932134,0.154309663912791
"CO","Colombia","CO17","Caldas","CO17616","Risaralda",1,6.54864285714286,6.778,6.54864285714286,6.778,179,0,0,0,2,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17616","Risaralda",4,9.5325,12.9050833333333,9.5325,7.71085166666667,180,0,0,0,2,1,0.45564511730893,0.137629340021639
"CO","Colombia","CO17","Caldas","CO17653","Salamina",1,6.59242857142857,6.49357142857143,6.59242857142857,6.49357142857143,103,2,0,0,4,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17653","Salamina",4,3.76584615384615,1.87930769230769,3.76584615384615,1.87930769230769,80,2,0,0,4,0,-0.428761933020065,-0.71058950948952
"CO","Colombia","CO17","Caldas","CO17662","Samana",1,4.50258823529412,3.97929411764706,4.50258823529412,3.97929411764706,334,0,0,0,49,2,NA,NA
"CO","Colombia","CO17","Caldas","CO17662","Samana",4,4.07754545454545,3.44745454545455,4.07754545454545,3.44745454545455,447,0,0,0,49,2,-0.0943996560504713,-0.133651737335512
"CO","Colombia","CO17","Caldas","CO17665","San Jose",1,4.932,3.91166666666667,4.932,3.91166666666667,10,0,0,0,0,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17665","San Jose",4,8.57285714285714,8.11357142857143,8.57285714285714,8.11357142857143,53,0,0,0,0,0,0.738211099524968,1.07419806439832
"CO","Colombia","CO17","Caldas","CO17777","Supia",1,8.81754545454545,5.20712121212121,8.81754545454545,5.20712121212121,359,0,1,0,1,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17777","Supia",4,6.76751162790698,4.92888372093023,6.76751162790698,4.92888372093023,554,0,1,0,1,1,-0.232494840792874,-0.0534340338656404
"CO","Colombia","CO17","Caldas","CO17867","Victoria",1,5.70752941176471,3.818,5.70752941176471,3.818,80,0,0,0,2,0,NA,NA
"CO","Colombia","CO17","Caldas","CO17867","Victoria",4,4.694,2.78241666666667,4.694,2.78241666666667,47,0,0,0,2,0,-0.177577606464113,-0.271237122402654
"CO","Colombia","CO17","Caldas","CO17873","Villamaria",1,22.0442807017544,8.18680701754386,19.2706603508772,7.46774456140351,5123,1,0,0,18,2,NA,NA
"CO","Colombia","CO17","Caldas","CO17873","Villamaria",4,16.9689555555556,3.82315555555556,16.9689555555556,3.82315555555556,6487,1,0,0,18,2,-0.119440888553509,-0.488044144504453
"CO","Colombia","CO17","Caldas","CO17877","Viterbo",1,5.78106666666667,3.23346666666667,5.78106666666667,3.23346666666667,226,0,0,0,3,1,NA,NA
"CO","Colombia","CO17","Caldas","CO17877","Viterbo",4,10.4862307692308,8.84192307692308,10.4862307692308,8.15978615384616,142,0,0,0,3,1,0.81389203305574,1.52354113866835
"CO","Colombia","CO18","Caqueta","CO18001","Florencia",1,9.12952475247525,3.50751485148515,9.12952475247525,3.50751485148515,7072,4,3,2,9,4,NA,NA
"CO","Colombia","CO18","Caqueta","CO18001","Florencia",4,9.91642342342342,4.68581081081081,9.91642342342342,4.64877675675676,8879,4,3,2,9,4,0.0861927309781187,0.32537621466902
"CO","Colombia","CO18","Caqueta","CO18029","Albania",1,7.28,2.638,7.28,2.638,38,1,0,0,17,2,NA,NA
"CO","Colombia","CO18","Caqueta","CO18029","Albania",4,31.3235,51.7605,18.3813866666667,37.6645366666667,17,1,0,0,17,2,1.52491575091575,13.2776863785696
"CO","Colombia","CO18","Caqueta","CO18094","Belen de los Andaquies",1,11.667,3.71933333333333,11.667,3.71933333333333,9,0,0,0,3,1,NA,NA
"CO","Colombia","CO18","Caqueta","CO18094","Belen de los Andaquies",4,14.0783333333333,13.0003333333333,14.0783333333333,13.0003333333333,28,0,0,0,3,1,0.20667980914831,2.49533966660692
"CO","Colombia","CO18","Caqueta","CO18150","Cartagena del Chaira",1,8.27616666666667,10.5243333333333,8.27616666666667,10.5243333333333,31,1,3,0,5,1,NA,NA
"CO","Colombia","CO18","Caqueta","CO18150","Cartagena del Chaira",4,7.19851724137931,14.8425517241379,7.19851724137931,14.8425517241379,272,1,3,0,5,1,-0.130211179727413,0.410308021803877
"CO","Colombia","CO18","Caqueta","CO18205","Curillo",4,145.892,113.002,61.0433200000001,50.15022,4,0,0,0,18,1,NA,NA
"CO","Colombia","CO18","Caqueta","CO18247","El Doncello",1,4.952,3.7645,4.952,3.7645,2,0,0,0,1,0,NA,NA
"CO","Colombia","CO18","Caqueta","CO18247","El Doncello",4,27.3152,14.488,26.781664,14.488,13,0,0,0,1,0,4.40825201938611,2.84858546951786
"CO","Colombia","CO18","Caqueta","CO18256","El Paujil",1,7.14014285714286,4.95214285714286,7.14014285714286,4.95214285714286,126,0,0,0,11,2,NA,NA
"CO","Colombia","CO18","Caqueta","CO18256","El Paujil",4,12.1978333333333,9.26841666666667,12.1978333333333,9.26841666666667,81,0,0,0,11,2,0.708345838085139,0.871597192172701
"CO","Colombia","CO18","Caqueta","CO18410","La Montanita",1,10.77575,7.345,10.77575,7.345,25,0,0,0,4,0,NA,NA
"CO","Colombia","CO18","Caqueta","CO18410","La Montanita",4,9.54575,5.2855,9.54575,5.2855,40,0,0,0,4,0,-0.114145187109946,-0.280394826412526
"CO","Colombia","CO18","Caqueta","CO18460","Milan",1,8.171,2.647,8.171,2.647,6,0,0,0,1,0,NA,NA
